step,samples_seen,train_loss,train_acc,test_loss,test_acc,wallclock
97,24832,1.257992672457549,0.5475349752674492,1.1410373809814454,0.6012,61.808680295944214
194,49664,0.7441712740952483,0.7415882313443873,0.706392561340332,0.7656,122.45598530769348
291,74496,0.5287010338367651,0.8201562787892721,0.5451513046264649,0.8176,183.40941071510315
388,99328,0.45053278373808625,0.8478381420390794,0.4364951751708984,0.8518,244.11776542663574
485,124160,0.3662268856765216,0.8766726016169287,0.3934717987060547,0.8638,305.0223534107208
582,148992,0.34800782896415944,0.8804839694789408,0.41322412719726564,0.8626,365.7234869003296
679,173824,0.28195138841322465,0.9052762853503273,0.42093143463134763,0.8606,426.7271726131439
776,198656,0.27619253475270983,0.9065745531289178,0.33832427825927736,0.885,487.4507064819336
873,223488,0.2212092549426722,0.9253076419524404,0.34450381927490237,0.8861,548.3563497066498
970,248320,0.22071892746914973,0.9257980265131313,0.3101992645263672,0.8961,609.0696091651917
1067,273152,0.18329528293285058,0.9377429659513249,0.3425701316833496,0.8899,669.9616286754608
1164,297984,0.1820767386319697,0.9380676452242657,0.33739404754638674,0.8887,730.6189424991608
1261,322816,0.1532447269765248,0.9481850936663949,0.41143394927978516,0.8754,791.4602341651917
1358,347648,0.15778651721058765,0.9471830971586976,0.2855028839111328,0.9058,852.126490354538
1455,372480,0.12325181290036977,0.9584232868965565,0.34325871658325197,0.8962,912.9423336982727
1552,397312,0.13181487446169923,0.9546910631730727,0.28435632019042967,0.9124,973.7070560455322
1649,422144,0.11101027192506265,0.9616422911558369,0.2789916412353516,0.9128,1034.5833053588867
1746,446976,0.10978953314988914,0.9622839422895144,0.2873017780303955,0.9128,1095.3075187206268
1843,471808,0.09664617396748607,0.9657129874239919,0.2832490058898926,0.916,1156.140722990036
1940,496640,0.09569173746251229,0.9671070987965535,0.3036373580932617,0.9079,1216.8704731464386
2037,521472,0.08194143145552846,0.9726473807749948,0.2854752250671387,0.9152,1277.8584842681885
2134,546304,0.08676135796851756,0.9706463925120271,0.30032324142456057,0.9103,1338.508761882782
2231,571136,0.07465037806892688,0.9746555329122192,0.2959348503112793,0.9159,1399.4117109775543
2328,595968,0.07847857340199783,0.9734686253692202,0.2888682693481445,0.9171,1460.1435878276825
2425,620800,0.06750942273825085,0.9767448689342607,0.26267784576416014,0.9236,1521.0630095005035
2522,645632,0.06767886116704457,0.9765747555067752,0.3057333587646484,0.9159,1581.7223773002625
2619,670464,0.06219103138193194,0.9782430805435661,0.26763700790405276,0.9257,1642.612163066864
2716,695296,0.06556208876724556,0.976932856990435,0.25953067893981935,0.9259,1703.3309252262115
2813,720128,0.05743093530657997,0.9802259200572908,0.30079374160766603,0.9201,1764.2657363414764
2910,744960,0.053314549562296545,0.9817428324186678,0.2770771598815918,0.9252,1824.961135149002
3007,769792,0.05419178110739257,0.9813865602046344,0.3119578216552734,0.919,1885.8614041805267
3104,794624,0.05533474864599845,0.9814212765623623,0.316410897064209,0.9176,1946.5577294826508
3201,819456,0.047903617671429595,0.9840558877751823,0.29008874778747556,0.9213,2007.4132685661316
3298,844288,0.05098188102847584,0.9827144096878204,0.2699349639892578,0.9257,2068.1522920131683
3395,869120,0.04556209662270203,0.9849608948722328,0.3014213104248047,0.9241,2129.010501384735
3492,893952,0.04525368302706405,0.9841995862799098,0.2714202476501465,0.9286,2189.7413539886475
3589,918784,0.04023371346697415,0.9863860724135968,0.27260276374816894,0.9259,2250.547282218933
3686,943616,0.04229379458970463,0.9857241628877271,0.28364832229614256,0.9259,2311.2650253772736
3783,968448,0.04108711067930487,0.9863080878145415,0.28769582290649415,0.9259,2372.16886305809
3880,993280,0.039945859751395175,0.98673259666008,0.3006073959350586,0.9219,2432.8503971099854
3977,1018112,0.0370431833603983,0.9878920095121029,0.29563844680786133,0.9255,2493.6988937854767
4074,1042944,0.03820113683985703,0.987300295184807,0.27758571701049806,0.9314,2554.3588292598724
4171,1067776,0.03812426438102022,0.9874484269873921,0.28718486251831055,0.9258,2615.2151980400085
4268,1092608,0.03358096340690895,0.9883736876591953,0.2872616600036621,0.9281,2675.878630876541
4365,1117440,0.03375700895886814,0.9881084586693378,0.3190096031188965,0.9255,2736.7394490242004
4462,1142272,0.037836110558621856,0.9872685291873537,0.27763933486938475,0.9317,2797.405143737793
4559,1167104,0.031504306251122306,0.989313156989577,0.2987036796569824,0.9267,2858.245960712433
4656,1191936,0.035846644908323934,0.9871200688369861,0.26420942993164065,0.9315,2918.9201657772064
4753,1216768,0.030799616124855007,0.989415574261319,0.2838730316162109,0.93,2979.866335630417
4850,1241600,0.03356473331757053,0.9884353842439111,0.3037050926208496,0.9273,3040.4968886375427
4875,1248000,0.03233392418854851,0.9886597604417846,0.30896044120788574,0.9257,3061.016217947006
