step,samples_seen,train_loss,train_acc,test_loss,test_acc,wallclock
390,24960,0.8125525026110181,0.7230854041842026,0.7963860626220703,0.7235,65.2584331035614
780,49920,0.6145188489416619,0.792206364888255,0.5697864685058593,0.8067,129.78084540367126
1170,74880,0.47756119770915484,0.8383322787847365,0.4440304000854492,0.849,194.27724528312683
1560,99840,0.43136366015296823,0.8531148388922959,0.4057476753234863,0.8602,258.77390599250793
1950,124800,0.34741535748983804,0.8814854746086285,0.3649382530212402,0.8762,323.33633613586426
2340,149760,0.3537467468315374,0.8796713927940076,0.3680171203613281,0.8738,387.8323702812195
2730,174720,0.2744956690909122,0.9059767426979876,0.3437927230834961,0.8884,452.4179995059967
3120,199680,0.2781958892669549,0.9040190414221222,0.31492154083251955,0.8959,516.9180438518524
3510,224640,0.22274334665683948,0.9222858452598114,0.30762843017578123,0.8956,581.5243051052094
3900,249600,0.23092590749833092,0.9176155017003813,0.2871719596862793,0.9034,646.0186579227448
4290,274560,0.20190081390029832,0.931960650557926,0.2813708427429199,0.91,710.825758934021
4680,299520,0.18283180466111643,0.9368627340281594,0.28718516006469724,0.904,775.2694141864777
5070,324480,0.1655538339065539,0.9443911881662427,0.28450317459106444,0.9085,839.8564932346344
5460,349440,0.17141116086866426,0.9416259601962481,0.2559159629821777,0.9165,904.6807067394257
5850,374400,0.1371034256115617,0.9522118976588265,0.26724696044921875,0.9157,969.172956943512
6240,399360,0.13074420260861364,0.953493573193991,0.2697470863342285,0.9184,1033.663584947586
6630,424320,0.11144880592593655,0.962643458476481,0.24402639236450197,0.9238,1098.240437746048
7020,449280,0.12577397577845856,0.9561775331518553,0.2708719184875488,0.9177,1162.7774362564087
7410,474240,0.10847773988446432,0.9614625321777556,0.25262178192138673,0.9231,1227.321317911148
7800,499200,0.12121965468370986,0.9589714897681724,0.23811520614624024,0.9287,1291.8686587810516
8190,524160,0.09493289925275342,0.9679859451571009,0.28288243408203123,0.9198,1356.4796750545502
8580,549120,0.09419733717733418,0.9681156527674223,0.26986634826660155,0.9228,1420.956604719162
8970,574080,0.07525676256374696,0.9739752284102229,0.2593118782043457,0.9253,1485.467772245407
9360,599040,0.08655277869727865,0.97005480086411,0.25392807998657224,0.9268,1549.9248790740967
9750,624000,0.0801321507345989,0.9719713648484289,0.2705524642944336,0.9242,1614.4824731349945
10140,648960,0.08731276506397143,0.9692458941941847,0.2323144805908203,0.9326,1678.975970506668
10530,673920,0.0675965956395972,0.9756270833864653,0.2795363784790039,0.9263,1743.5733351707458
10920,698880,0.0766509878585534,0.9766487450824802,0.25915195999145507,0.9256,1808.0712397098541
11310,723840,0.06761006128455047,0.9756867502555774,0.27881127777099607,0.9259,1872.5949938297272
11700,748800,0.06810377027557334,0.9759715807439281,0.2748323509216309,0.9265,1937.1308951377869
12090,773760,0.051689337317505045,0.9799845121356607,0.26331985931396484,0.9316,2001.7244009971619
12480,798720,0.06046462679189134,0.9782929283858388,0.2618296028137207,0.9311,2066.177640914917
12870,823680,0.06241221147898168,0.9786179449060728,0.260621142578125,0.9323,2130.782858133316
13260,848640,0.05858710915758766,0.9799177989130526,0.2696785369873047,0.93,2195.292244911194
13650,873600,0.05645612885750794,0.9814394486815603,0.27542445678710936,0.9319,2259.8778581619263
14040,898560,0.054371708095576156,0.9804795288687196,0.2808786064147949,0.9285,2324.320434808731
14430,923520,0.046649795619972005,0.9843692769042269,0.2841653621673584,0.9292,2388.920062303543
14820,948480,0.048530391145493526,0.9827974390833412,0.28917735977172854,0.9268,2453.4423813819885
15210,973440,0.04527752173008936,0.9833041075317253,0.2805696781158447,0.9319,2517.986222743988
15600,998400,0.05182489209913801,0.9828821205587296,0.29300262756347656,0.9288,2582.5249791145325
15990,1023360,0.04858687658940991,0.9831411489265659,0.26161815299987795,0.9338,2647.0836193561554
16380,1048320,0.03942723199314501,0.9856455256501069,0.2633880874633789,0.9339,2711.6286096572876
16770,1073280,0.04430305622732604,0.9839548210668391,0.26024531555175784,0.9353,2776.2631192207336
17160,1098240,0.05395390243842563,0.9811807069677719,0.2820092094421387,0.9308,2840.8220586776733
17550,1123200,0.04102741135338106,0.9870594877795296,0.294775537109375,0.9296,2905.4783084392548
17940,1148160,0.04480718787559663,0.9844372245977578,0.2646034397125244,0.9329,2969.956157684326
18330,1173120,0.03718074422975704,0.986066794136979,0.2989714626312256,0.9293,3034.5296943187714
18720,1198080,0.04897683177494029,0.9845415174732968,0.29903858642578124,0.9284,3099.6352849006653
19110,1223040,0.03136468127542791,0.9884218821889675,0.30184934997558593,0.9314,3165.3166213035583
19500,1248000,0.036693743085718294,0.9884926837220824,0.2887962104797363,0.9346,3230.7001831531525
19525,1249600,0.03694225033287041,0.9874233707672866,0.2895086242675781,0.9352,3241.1035709381104
